file,kind,word,suggestions,context,decision
content/archive/meet-the-2019-yoti-digital-identity-fellows.md,typo,ethno-socially,,ystem for a developing and an extremely ethno-socially diverse economy of 1.3 billion people i,
content/archive/software-freedom-day-2017-bhubaneswar.md,typo,acronymed,acronym; acronyms; acronymic,e roof.    Software Freedom Day  (often acronymed as SFD) is a worldwide celebration to m,
content/archive/white-paper-lgr-oriya-2018.md,typo,acronymed,acronym; acronyms; acronymic,ment is prepared by O Foundation (often acronymed as “OFDN”) based on a submission  2   d,
content/archive/white-paper2-lgr-oriya-2018.md,typo,anuswara,answer; anuswar a,an academically-accepted way of using “anuswara” instead of conjuncts (juktakhyara). Af,
content/archive/white-paper2-lgr-oriya-2018.md,typo,besa,best; beta; base,ଳା  (phonetic transliteration: bichitra besa manjuḻāre / bāḻā bibidha chāturīsīḻā),
content/archive/white-paper2-lgr-oriya-2018.md,typo,bibidha,,eration: bichitra besa manjuḻāre / bāḻā bibidha chāturīsīḻā)  This is the case for all,
content/archive/white-paper2-lgr-oriya-2018.md,typo,bichitra,bic hitra; bic-hitra,ଚାତୁରୀଶୀଳା  (phonetic transliteration: bichitra besa manjuḻāre / bāḻā bibidha chāturīsī,
content/archive/white-paper2-lgr-oriya-2018.md,typo,bisakhapatana,,atnam’ (IPA: /vɪshaːkhaːpəTTənəm/) and ‘bisakhapatana’ (IPA: /bisaːkʰaːpaːʈɔɳaː/) in Odia.,
content/archive/white-paper2-lgr-oriya-2018.md,typo,chautisas,chastises; chastisers,not ଵ. There are more than one thousand chautisas in Odia language and more proofs can be,
content/archive/white-paper2-lgr-oriya-2018.md,typo,dekhivA,,"lso. In our place, we say karivA କରିଵା, dekhivA ଦେଖି ଵା, Karivu କରିଵୁ, dekhivu ki ଦେଖିଵ",
content/archive/white-paper2-lgr-oriya-2018.md,typo,dekhivu,,"A କରିଵା, dekhivA ଦେଖି ଵା, Karivu କରିଵୁ, dekhivu ki ଦେଖିଵୁ, galAvele ଗଲାଵେଳେ, sadAveLe ସ",
content/archive/white-paper2-lgr-oriya-2018.md,typo,galAvele,Galilee,"ଖି ଵା, Karivu କରିଵୁ, dekhivu ki ଦେଖିଵୁ, galAvele ଗଲାଵେଳେ, sadAveLe ସଦାଵେଳେ, Bhadrava ଭାଦ",
content/archive/white-paper2-lgr-oriya-2018.md,typo,juktakhyara,,"using “anuswara” instead of conjuncts (juktakhyara). After years of use, it was discarded",
content/archive/white-paper2-lgr-oriya-2018.md,typo,karivA,karma; Kara; Karla,"ts of Orissa also. In our place, we say karivA କରିଵା, dekhivA ଦେଖି ଵା, Karivu କରିଵୁ, d",
content/archive/white-paper2-lgr-oriya-2018.md,typo,mahaprana,maharani; maharanee; mahapran a,"ଥ”, “ଧ”, “ଫ”, “ଭ”, etc. (also known as ‘mahaprana’) but they do pronounce ବ distinctly an",
content/archive/white-paper2-lgr-oriya-2018.md,typo,musico-literary,music-literary; musics-literary; music o-literary,ntil Chautisa Madhuchakra) are from the musico-literary traditions of Odisha. I am a practising,
content/archive/white-paper2-lgr-oriya-2018.md,typo,nonplosive,non-plosive; non plosive,ve sequence after. ‘pha’ ଫ and other in nonplosive sequence after ‘la’ ଲ . There are numer,
content/archive/white-paper2-lgr-oriya-2018.md,typo,pha,aha; ha; pho,ne in bilabial plosive sequence after. ‘pha’ ଫ and other in nonplosive sequence aft,
content/archive/white-paper2-lgr-oriya-2018.md,typo,prabhaba,prabhaa,at all. We have a very strong accented ‘prabhaba’ which is distinct. There is no ambigui,
content/archive/white-paper2-lgr-oriya-2018.md,typo,prabhava,prabhaa; prabhav a,ng an example   We do not pronounce as ‘prabhava’ at all. We have a very strong accented,
content/archive/white-paper2-lgr-oriya-2018.md,typo,vishakhapatnam,visakhapatnam; vishakhpatnam,"nced as in Telugu, it is pronounced as ‘vishakhapatnam’ (IPA: /vɪshaːkhaːpəTTənəm/) and ‘bisak",
content/archive/wikimania2017.md,typo,nationales,nationals; national's; rationales,of a panel at  Bibliothèque et Archives nationales du Québec  (BAnQ Vieux-Montréal) -  Wik,
content/archive/wikimania2019.md,typo,andwhatwecandoforthem,,"about  preserving indigenous languages andwhatwecandoforthem), Subhashish  presented  about a video",
content/archive/wikimania2019.md,typo,ikpiKaflFE,,"join us!    iyil2019   pic.twitter.com/ikpiKaflFE      — Wikitongues    August 17, 2019",
content/archive/wikimania2019.md,typo,non-Wikimedians,,y Council  (MCC) while encouraging many non-Wikimedians in the latter space to contribute to Wi,
content/audio-archive/karbi.md,typo,coccinea,coquina,pole made from Bengwoi ke-er (Wrightia coccinea Sims. (Apocynaceae) with a wood-crafted,
content/audio-archive/karbi.md,typo,drongo,drone; dhongo,"PA: /boraːd͡ʒu/,  Greater racket-tailed drongo ) fixed on one end). Each village would",
content/audio-archive/karbi.md,typo,edn,end; den; eds,"of the World’s Languages in Danger, 3rd edn. Paris, UNESCO Publishing. Online versi",
content/audio-archive/karbi.md,typo,flac,flag; flat; flak,"files   10     File format(s)   wav, flac     Bit rate   16 bit PCM     Total aud",
content/audio-archive/karbi.md,typo,grouplisten,group listen; group-listen,hat are known as the Kuki-Chin language grouplisten or simply known as  Kukish  languages.,
content/audio-archive/karbi.md,typo,mjw,mow; maw; mew,"lternate name(s)   Mikir     SIL Code   mjw     Current state   Living, endangered",
content/audio-archive/karbi.md,typo,nickernut,,"et, and a game called “Hambi” (meaning  nickernut  or nicker bean;  IPA : /haːmbi/) which",
content/audio-archive/karbi.md,typo,nickernut,,ːmbi/) which involved the locally-grown nickernut. The nickernut was played between two o,
content/audio-archive/karbi.md,typo,nickernut,,volved the locally-grown nickernut. The nickernut was played between two opponent teams (,
content/film/bringing-down-a-mountain.md,typo,appx,apps; apex; app,Costa Rica)  RUNNING TIME  14 minutes (appx.)  GENRE  Docu-fiction  DISTRIBUTION CO,
content/film/bringing-down-a-mountain.md,typo,extractivist,extractives; extractives',of tech innovations and challenges the extractivist and ableist tech.  Made through the Fut,
content/film/gyani-maiya.md,typo,appx,apps; apex; app,Limited Release)  DURATION  25 minutes (appx.)  GENRE  Documentary  DISTRIBUTION COM,
content/film/karinding.md,typo,appx,apps; appt; app,dia)  Duration/running time  3 minutes (appx.) / 00:03:19 (hh:mm:ss)  Genre  Documen,
content/film/karinding.md,typo,bangsa,bangs; bang's; bangs-a,a   nation” (Sundanese: asa téh cicirén bangsa”). The colonisation era was complicated,
content/film/karinding.md,typo,iNurwansah,,am. “ Playing Karinding in Stockholm “. iNurwansah. 8 December 2020.     Promotional poste,
content/film/mage-porob.md,typo,appx,apps; apex; app,Limited Release)  DURATION  40 minutes (appx.)  GENRE  Documentary  DISTRIBUTION COM,
content/film/nanima.md,typo,appx,apps; apex; app,ber 2022 (India)  DURATION  35 minutes (appx.)  GENRE  Documentary  DISTRIBUTION COM,
content/film/remosam.md,typo,appx,apps; apex; app,se)  Duration/running time  35 minutes (appx.) / 00:35:00 (hh:mm:ss)  Genre  Documen,
content/film/remosam.md,typo,datasheet,data sheet; data-sheet,"nt  A detailed treatment containing the datasheet, synopsis, and other important details",
content/film/remosam.md,typo,lower-Bondas,lower-Bonds; lower-bindas; lower-Bonas,ndas” who live on the Bonda hills. The “lower-Bondas” that live in the plains are more assim,
content/film/remosam.md,typo,upper-Bondas,upper-Bonds; upper-Bonas; upper-bindas,"imited to only about 6,700 people, the “upper-Bondas” who live on the Bonda hills. The “lowe",
content/film/tva.md,typo,appx,apps; apex; app,Limited Release)  DURATION  35 minutes (appx.)  LANGUAGE  English  GENRE  Documentar,
content/film/who-owns-the-content.md,typo,gggtrew,,flac. kyles. CC0 1.0 cassette open.mp3. gggtrew. CC0 1.0 Hip-hopbeat195.wav.-zin-. CC-B,
content/film/who-owns-the-content.md,typo,kristinhamby,,fects from Freesound.org Harmonica.wav. kristinhamby CC0 1.0 crowd ext cheer encore spanish.,
content/film/who-owns-the-content.md,typo,kyles,Kyle's; Kyle; kales,.0 crowd ext cheer encore spanish.flac. kyles. CC0 1.0 cassette open.mp3. gggtrew. CC,
content/film/who-owns-the-content.md,typo,macpator,macerator,"n-. CC-BY 3.0 drum, voices spanish.wav. macpator. CC0 1.0 - Stills: Veethika Mishra & Su",
content/hub/before.md,typo,minorized,minored,"the key reasons why the majority of the minorized (indigenous, endangered and low-resourc",
content/hub/issues.md,typo,ethno-lingual,,"ction 50%  Asia, which is known for its ethno-lingual diversity is also home to two-third of",
content/hub/issues.md,typo,neo-colonisation,net-colonisation; neh-colonisation; nea-colonisation,ce. The knowledge commons reflects this neo-colonisation—majority of the content on the Internet,
content/hub/openspeaks.md,typo,anguage,language; agnate,"Resources   LEARN  from toolkit for l anguage digital activists    CONSENT, COPYRIGHT",
content/hub/openspeaks.md,typo,dumeng,dumbing; dumen,"hey are. None can stay at home when the dumeng is beaten, .  OpenSpeaks in conferences",
content/hub/pothi.md,typo,ethno-musicology,ethnomusicology,"directly or indirectly related fields (ethno-musicology, sociology, linguistics, mythology, eth",
content/hub/type.md,typo,juktakshara,,"play styles, and follows the shapes and juktakshara (conjunct)s found in books printed betw",
content/oer/mihaq.md,typo,docufiction,,eir work later led to the production of docufiction “ Kusunda ” (2021). ( Gaedtke )     A v,
content/oer/mihaq.md,typo,kus,bus; us; jus,anger ID   1259        WALS lect code   kus        endangeredlanguages.com ID   587,
content/oer/mihaq.md,typo,lect,left; let; lent,nguages in Danger ID   1259        WALS lect code   kus        endangeredlanguages.c,
content/oer/mihaq.md,typo,resuscitating-dying-kusunda-language,,", kathmandupost.com/national/2019/01/04/resuscitating-dying-kusunda-language. Accessed 12 May 2021.    Gyanimaya Kus",
content/oer/santali.md,typo,cemet,cement; comet; hemet,iting system for Santali is Ol chiki/Ol cemet’ (Unicode range:  1C50–1C7F;  see  prog,
content/oer/santali.md,typo,non-abugida,,Odia have/are been used. Ol chiki is a non-abugida writing system that was developed by Pa,
content/podcast/episode1.md,typo,multilinguals,multilingual,The reality check is that these are all multilinguals. These are all people that speak multip,
content/podcast/episode1.md,typo,stib,stab; stir; stub,"gutiyvon , CC0 1.0  bingBong.wav  by  stib , CC0 1.0  Warm guitar rhythm Intro  by",
content/podcast/episode1.md,typo,transmissional,transmission; transmissions; transitional,"eneration to the other. The moment that transmissional chain is broken, meaning that the langu",
content/podcast/episode3.md,typo,edn,end; den; eds,"of the World’s Languages in Danger, 3rd edn. Paris, UNESCO Publishing. Online versi",
content/podcast/episode4.md,typo,disom,diso; deism; disum,".aif . (CC-BY 3.0); Tudu, Ramjit. “Dhal disom re thari bati (santali folk song)”. CC-",
content/podcast/episode4.md,typo,loopable,loop-able; loop able,op.mp3 . (CC0 1.0); OSFX.  Beach dream (loopable).  (CC-BY 3.0); MattiaGiovanetti.  Tran,
content/podcast/episode4.md,typo,pinkinblue,,555.  computer startup.wav.  (CC0 1.0); pinkinblue.  BirdFish Happy Loop.mp3 . (CC0 1.0);,
content/podcast/episode5.md,typo,idara,Idaho; dara; itara,too. Mr. Torwali and his organisation “idara baraye taleem-o-taraqi” (Institute for,
content/podcast/episode5.md,typo,taleem-o-taraqi,taleem-o-tarasi; taleem-o-taraki; taleem-o-taraai,wali and his organisation “idara baraye taleem-o-taraqi” (Institute for Education and Developme,
content/podcast/episode6.md,typo,guerilla,guerrilla; gurilla,"ing small things like that, very ad-hoc guerilla tactics basically.  (SUBHASHISH): Tell",
content/podcast/episode6.md,typo,restoSennheiser,,lus 1.0) - 2020012313h04BENAPOLEannonce restoSennheiser Ambeo.wav (DelphineWil / CC BY 4.0) - C,
content/tool/multimedia-archive.md,typo,bhojono,bhojano; bhoono,"ing Assamese (Ahomiya) language ""Bhakti bhojono"" in this video was captured in the Kama",
content/tool/multimedia-archive.md,typo,lavalier,cavalier; lavaliere; lavallière,"star SGH-598 Shotgun mic, and a generic lavalier mic         An Achhami woman from Nepal",
content/tool/multimedia-archive.md,typo,lavalier,cavalier; lavaliere; lavallière,"star SGH-598 Shotgun mic, and a generic lavalier mic         Group of local musicians pe",
content/tool/multimedia-archive.md,typo,lavalier,cavalier; lavaliere; lavallière,"star SGH-598 Shotgun mic, and a generic lavalier mic",
content/tool/multimedia-toolkit.md,typo,acronymed,acronyms; acronym; acronymic,ses known as Creative Commons licenses (acronymed as “CC” licenses) are generally used fo,
content/tool/multimedia-toolkit.md,typo,lavalier,cavalier; lavaliere; lavallière,"going to record 2.  If you can, get a  lavalier microphone  (also known as lav mic, lap",
content/tool/multimedia-toolkit.md,typo,odt,dot; out; odd,"nt Release form (editable document in  .odt  and  .docx , fillable form in .pdf); M",
content/tool/text-to-speech.md,typo,lekatha,leather; ekatha,in its infancy at the moment. The word lekatha does not mean anything but it is constr,
content/about/people.md,grammar,focus,,The word ‘focus’ may not agree with the rest of the sentence.,
content/about/people.md,grammar,web,,The word ‘web’ may not agree with the rest of the sentence.,
content/archive/activities-marginalized-community-council.md,grammar,interest,,The word ‘interest’ may not agree with the rest of the sentence.,
content/archive/activities-marginalized-community-council.md,grammar,Link    Link,Link,The word ‘Link’ may be inadvertently doubled.  Consider deleting the second instance.,
content/archive/activities-marginalized-community-council.md,grammar,Link    Link,Link,The word ‘Link’ may be inadvertently doubled.  Consider deleting the second instance.,
content/archive/activities-marginalized-community-council.md,grammar,theme,,The word ‘theme’ may not agree with the rest of the sentence.,
content/archive/content-update-2020.md,grammar,update,,The word ‘update’ may not agree with the rest of the sentence.,
content/archive/documenting-language-and-culture-wikipedia-and-beyond.md,grammar,time,,The word ‘time’ may not agree with the rest of the sentence.,
content/archive/dti2018.md,grammar,back,,The word ‘back’ may not agree with the rest of the sentence.,
content/archive/dti2018.md,grammar,panel,,The word ‘panel’ may not agree with the rest of the sentence.,
content/archive/global-voices-apac-summit-2019.md,grammar,rise,,The word ‘rise’ may not agree with the rest of the sentence.,
content/archive/international-year-of-indigenous-languages.md,grammar,us,,The word ‘us’ may not agree with the rest of the sentence.,
content/archive/meet-ramjit-tudu-the-host-of-the-asialangsonline-twitter-account-for-sep-3-sep-9-2019.md,grammar,is,,The word ‘is’ may not agree with the rest of the sentence.,
content/archive/notes-2019-08-09.md,grammar,forward,,The word ‘forward’ may not agree with the rest of the sentence.,
content/archive/openspeaks-got-wings-with-a-national-geographic-society-grant.md,grammar,rice,,The word ‘rice’ may not agree with the rest of the sentence.,
content/archive/thank-you-anasuya-sengupta-and-shuttleworth-foundation.md,grammar,are are,are,The word ‘are’ may be inadvertently doubled.  Consider deleting the second instance.,
content/archive/thank-you-anasuya-sengupta-and-shuttleworth-foundation.md,grammar,grant,,The word ‘grant’ may not agree with the rest of the sentence.,
content/archive/white-paper-lgr-oriya-2018.md,grammar,follow,,The word ‘follow’ may not agree with the rest of the sentence.,
content/archive/white-paper-lgr-oriya-2018.md,grammar,team,,The word ‘team’ may not agree with the rest of the sentence.,
content/archive/white-paper-lgr-oriya-2018.md,grammar,the,,The word ‘the’ may not agree with the rest of the sentence.,
content/archive/white-paper-lgr-oriya-2018.md,grammar,the the,the,The word ‘the’ may be inadvertently doubled.  Consider deleting the second instance.,
content/archive/white-paper2-lgr-oriya-2018.md,grammar,belong,,The word ‘belong’ may not agree with the rest of the sentence.,
content/archive/white-paper2-lgr-oriya-2018.md,grammar,don’t,,The word ‘don’t’ may not agree with the rest of the sentence.,
content/archive/white-paper2-lgr-oriya-2018.md,grammar,exist,,The word ‘exist’ may not agree with the rest of the sentence.,
content/archive/white-paper2-lgr-oriya-2018.md,grammar,is,am; are,The word ‘is’ may not agree with the rest of the sentence.,
content/archive/white-paper2-lgr-oriya-2018.md,grammar,ways — ways,ways,The word ‘ways’ may be inadvertently doubled.  Consider deleting the second instance.,
content/archive/wikimania2019.md,grammar,see,,The word ‘see’ may not agree with the rest of the sentence.,
content/audio-archive/karbi.md,grammar,date,,The word ‘date’ may not agree with the rest of the sentence.,
content/audio-archive/karbi.md,grammar,district,,The word ‘district’ may not agree with the rest of the sentence.,
content/audio-archive/karbi.md,grammar,district,,The word ‘district’ may not agree with the rest of the sentence.,
content/audio-archive/karbi.md,grammar,group,,The word ‘group’ may not agree with the rest of the sentence.,
content/audio-archive/karbi.md,grammar,license,,The word ‘license’ may not agree with the rest of the sentence.,
content/audio-archive/karbi.md,grammar,licenses,,The word ‘licenses’ may not agree with the rest of the sentence.,
content/audio-archive/karbi.md,grammar,tease,,The word ‘tease’ may not agree with the rest of the sentence.,
content/film/bringing-down-a-mountain.md,grammar,district,,The word ‘district’ may not agree with the rest of the sentence.,
content/film/gejmehac-gipan.md,grammar,district,,The word ‘district’ may not agree with the rest of the sentence.,
content/film/gyani-maiya.md,grammar,district,,The word ‘district’ may not agree with the rest of the sentence.,
content/film/karinding.md,grammar,company,,The word ‘company’ may not agree with the rest of the sentence.,
content/film/karinding.md,grammar,company,,The word ‘company’ may not agree with the rest of the sentence.,
content/film/karinding.md,grammar,explains,,The word ‘explains’ may not agree with the rest of the sentence.,
content/film/karinding.md,grammar,film,,The word ‘film’ may not agree with the rest of the sentence.,
content/film/karinding.md,grammar,station,,The word ‘station’ may not agree with the rest of the sentence.,
content/film/karinding.md,grammar,time,,The word ‘time’ may not agree with the rest of the sentence.,
content/film/mage-porob.md,grammar,district,,The word ‘district’ may not agree with the rest of the sentence.,
content/film/remosam.md,grammar,company,,The word ‘company’ may not agree with the rest of the sentence.,
content/film/remosam.md,grammar,company,,The word ‘company’ may not agree with the rest of the sentence.,
content/film/remosam.md,grammar,district,,The word ‘district’ may not agree with the rest of the sentence.,
content/film/remosam.md,grammar,time,,The word ‘time’ may not agree with the rest of the sentence.,
content/film/who-owns-the-content.md,grammar,the,,The word ‘the’ may not agree with the rest of the sentence.,
content/film/who-owns-the-content.md,grammar,the the,the,The word ‘the’ may be inadvertently doubled.  Consider deleting the second instance.,
content/hub/before.md,grammar,size,,The word ‘size’ may not agree with the rest of the sentence.,
content/hub/issues.md,grammar,an,,The word ‘an’ may not agree with the rest of the sentence.,
content/hub/openspeaks.md,grammar,grant,,The word ‘grant’ may not agree with the rest of the sentence.,
content/hub/openspeaks.md,grammar,grant,,The word ‘grant’ may not agree with the rest of the sentence.,
content/hub/openspeaks.md,grammar,practice,,The word ‘practice’ may not agree with the rest of the sentence.,
content/hub/type.md,grammar,release,,The word ‘release’ may not agree with the rest of the sentence.,
content/hub/work.md,grammar,focus,,The word ‘focus’ may not agree with the rest of the sentence.,
content/hub/work.md,grammar,focus,,The word ‘focus’ may not agree with the rest of the sentence.,
content/oer/ho-1.md,grammar,chart,,The word ‘chart’ may not agree with the rest of the sentence.,
content/oer/ho.md,grammar,chart,,The word ‘chart’ may not agree with the rest of the sentence.,
content/oer/mihaq.md,grammar,code,,The word ‘code’ may not agree with the rest of the sentence.,
content/oer/mihaq.md,grammar,code,,The word ‘code’ may not agree with the rest of the sentence.,
content/oer/mihaq.md,grammar,interview,,The word ‘interview’ may not agree with the rest of the sentence.,
content/oer/mihaq.md,grammar,tag,,The word ‘tag’ may not agree with the rest of the sentence.,
content/oer/odia.md,grammar,chart,,The word ‘chart’ may not agree with the rest of the sentence.,
content/oer/odia.md,grammar,checker,,The word ‘checker’ may not agree with the rest of the sentence.,
content/oer/odia.md,grammar,free,,The word ‘free’ may not agree with the rest of the sentence.,
content/oer/odia.md,grammar,tool,,The word ‘tool’ may not agree with the rest of the sentence.,
content/oer/odia.md,grammar,web,,The word ‘web’ may not agree with the rest of the sentence.,
content/oer/santali.md,grammar,name,,The word ‘name’ may not agree with the rest of the sentence.,
content/oer/santali.md,grammar,script,,The word ‘script’ may not agree with the rest of the sentence.,
content/oer/santali.md,grammar,see,,The word ‘see’ may not agree with the rest of the sentence.,
content/podcast/episode1.md,grammar,guest,,The word ‘guest’ may not agree with the rest of the sentence.,
content/podcast/episode1.md,grammar,has,,The word ‘has’ may not agree with the rest of the sentence.,
content/podcast/episode1.md,grammar,highly highly,highly,The word ‘highly’ may be inadvertently doubled.  Consider deleting the second instance.,
content/podcast/episode1.md,grammar,host,,The word ‘host’ may not agree with the rest of the sentence.,
content/podcast/episode1.md,grammar,many many,many,The word ‘many’ may be inadvertently doubled.  Consider deleting the second instance.,
content/podcast/episode1.md,grammar,most most,most,The word ‘most’ may be inadvertently doubled.  Consider deleting the second instance.,
content/podcast/episode1.md,grammar,on on,on,The word ‘on’ may be inadvertently doubled.  Consider deleting the second instance.,
content/podcast/episode1.md,grammar,that’s that’s,that’s,The word ‘that’s’ may be inadvertently doubled.  Consider deleting the second instance.,
content/podcast/episode1.md,grammar,they’re,,The word ‘they’re’ may not agree with the rest of the sentence.,
content/podcast/episode1.md,grammar,to to,to,The word ‘to’ may be inadvertently doubled.  Consider deleting the second instance.,
content/podcast/episode6.md,grammar,me,,The word ‘me’ may not agree with the rest of the sentence.,
content/podcast/episode6.md,grammar,thank,,The word ‘thank’ may not agree with the rest of the sentence.,
content/tool/multimedia-archive.md,grammar,archive,,The word ‘archive’ may not agree with the rest of the sentence.,
content/tool/multimedia-archive.md,grammar,date,,The word ‘date’ may not agree with the rest of the sentence.,
content/tool/multimedia-archive.md,grammar,date,,The word ‘date’ may not agree with the rest of the sentence.,
content/tool/multimedia-archive.md,grammar,date,,The word ‘date’ may not agree with the rest of the sentence.,
content/tool/multimedia-archive.md,grammar,date,,The word ‘date’ may not agree with the rest of the sentence.,
content/tool/multimedia-archive.md,grammar,date,,The word ‘date’ may not agree with the rest of the sentence.,
content/tool/multimedia-archive.md,grammar,file,,The word ‘file’ may not agree with the rest of the sentence.,
content/tool/multimedia-archive.md,grammar,the,,The word ‘the’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,and and,and,The word ‘and’ may be inadvertently doubled.  Consider deleting the second instance.,
content/tool/multimedia-toolkit.md,grammar,are,,The word ‘are’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,are,,The word ‘are’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,can NOT,cannot,Preferred usage usually requires ‘cannot’.,
content/tool/multimedia-toolkit.md,grammar,consent,,The word ‘consent’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,edit      edit,edit,The word ‘edit’ may be inadvertently doubled.  Consider deleting the second instance.,
content/tool/multimedia-toolkit.md,grammar,license,,The word ‘license’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,license,,The word ‘license’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,license,,The word ‘license’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,license,,The word ‘license’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,license,,The word ‘license’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,license,,The word ‘license’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,license,,The word ‘license’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,license,,The word ‘license’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,license,,The word ‘license’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,licenses,,The word ‘licenses’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,licenses,,The word ‘licenses’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,must,,The word ‘must’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,name,,The word ‘name’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,name,,The word ‘name’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,see,,The word ‘see’ may not agree with the rest of the sentence.,
content/tool/multimedia-toolkit.md,grammar,store,,The word ‘store’ may not agree with the rest of the sentence.,
content/tool/pronunciation.md,grammar,by by,by,The word ‘by’ may be inadvertently doubled.  Consider deleting the second instance.,
content/tool/pronunciation.md,grammar,can not,cannot,Preferred usage usually requires ‘cannot’.,
content/tool/text-to-speech.md,grammar,chart,,The word ‘chart’ may not agree with the rest of the sentence.,
content/tool/text-to-speech.md,grammar,download,,The word ‘download’ may not agree with the rest of the sentence.,
content/tool/text-to-speech.md,grammar,word,,The word ‘word’ may not agree with the rest of the sentence.,
